key,speech_date,speech_time,company_id,company_name,subject,matched_keywords,enterDate,marketKind,serialNumber,detail_json,fetched_at_tw
1150209|sii|6753|1,115/02/09,10:29:54,6753,龍德造船,公告本公司修訂「國內第一次無擔保轉換公司債發行及轉換辦法」業經金融監督管理委員會核准,公司債,1150209,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""6753"", ""data"": [[1, ""115/02/09"", ""10:29:54"", ""黃守真"", ""董事長"", ""(03)9901166"", ""公告本公司修訂「國內第一次無擔保轉換公司債發行\r\n及轉換辦法」業經金融監督管理委員會核准"", ""51"", ""115/02/09"", ""1.事實發生日:115/02/09\n2.公司名稱:龍德造船工業股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:\n本公司依據金融監督管理委員會114年05月05日金管證發字第1140382105號函規定，\n修訂「國內第一次無擔保轉換公司債發行及轉換辦法」案，業經金融監督管理委員會\n115年02月06日金管證發字第1150331933號函申報生效在案。\n6.因應措施:無\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n本公司經申報核准後完整「國內第一次無擔保轉換公司債發行及轉換辦法」\n請至公開資訊觀測站「債券發行資訊查詢」。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""龍德造船""}, ""datetime"": ""115/02/09 16:52:23""}",2026-02-09 16:52:22
1150209|sii|3005|1,115/02/09,14:00:27,3005,神基,新聞稿-神基一月自結合併營收為31.88億元，年增1.08%,自結合併,1150209,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""3005"", ""data"": [[1, ""115/02/09"", ""14:00:27"", ""黃明漢"", ""總經理"", ""02-27857888 #5124"", ""新聞稿-神基一月自結合併營收為31.88億元，年增1.08%"", ""51"", ""115/02/09"", ""1.事實發生日:115/02/09\n2.公司名稱:神基控股股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:\n神基控股股份有限公司(股票代碼：3005)今日(2026/02/09)公佈一百一十五年\n一月份自結合併營收為新台幣31.88億元，較去年同期的31.54億元增加1.08%。\n6.因應措施:無。\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):無。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""神基""}, ""datetime"": ""115/02/09 16:52:24""}",2026-02-09 16:52:22
1150209|sii|2834|1,115/02/09,14:12:26,2834,臺企銀,公告本公司115年1月份自結合併盈餘,自結合併,1150209,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""2834"", ""data"": [[1, ""115/02/09"", ""14:12:26"", ""乙增祥"", ""副總經理"", ""02-2559-7171"", ""公告本公司115年1月份自結合併盈餘"", ""51"", ""115/02/09"", ""1.事實發生日:115/02/09\n2.公司名稱:臺灣企銀\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:無\n5.發生緣由:公告本公司115年1月份自結合併盈餘\n6.因應措施:無\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n本公司115年1月份合併稅前淨利16.31億元，合併稅後淨利13.16億元。累計合併稅前\n淨利16.31億元，累計合併稅後淨利13.16億元，累計合併每股稅前盈餘0.17元，\n累計合併每股稅後盈餘0.14元，合併每股淨值15.28元。\n以上數字係本公司自行結算金額。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""臺企銀""}, ""datetime"": ""115/02/09 16:52:25""}",2026-02-09 16:52:22
1150209|sii|2428|1,115/02/09,14:47:32,2428,興勤,本公司115年01月份自結合併營業收入公告,自結合併,1150209,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""2428"", ""data"": [[1, ""115/02/09"", ""14:47:32"", ""洪玉芳"", ""總經理室特助"", ""07-5577660"", ""本公司115年01月份自結合併營業收入公告"", ""51"", ""115/02/09"", ""1.事實發生日:115/02/09\n2.公司名稱:興勤電子工業股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:公佈本公司115年01月份自結合併營業收入(已扣除內部交易)。\n6.因應措施:本公司115年01月份自結合併營業收入為新台幣804,324仟元，較去年同期\n自結合併營收新台幣656,871仟元，增加22.45%。\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n自結數尚未經會計師簽證，特此說明。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""興勤""}, ""datetime"": ""115/02/09 16:52:26""}",2026-02-09 16:52:22
1150209|sii|2440|1,115/02/09,15:23:56,2440,太空梭,公告本公司115年1月份自結合併營收概算,自結合併,1150209,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""2440"", ""data"": [[1, ""115/02/09"", ""15:23:56"", ""林子鑫"", ""財務經理"", ""03-5935588-247"", ""公告本公司115年1月份自結合併營收概算"", ""51"", ""115/02/09"", ""1.事實發生日:115/02/09\n2.公司名稱:太空梭高傳真資訊科技股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:本公司115年1月份自結合併營收概算\n      項目        　　  115年1月       114年1月         差異比率\n------------------   -------------  -------------  -------------------\n合併營業收入淨額      $  398,998     $  235,349 　        69.53%\n(新台幣仟元)\n註：前述各項數字係本公司自結數，尚未經會計師查核(核閱)\n6.因應措施:不適用\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""太空梭""}, ""datetime"": ""115/02/09 16:52:27""}",2026-02-09 16:52:22
1150209|sii|2327|1,115/02/09,15:32:37,2327,國巨*,公告本公司115年1月自結合併營收,自結合併,1150209,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""2327"", ""data"": [[1, ""115/02/09"", ""15:32:37"", ""張天成"", ""全球財務部 資深協理"", ""(02)6629-9999"", ""公告本公司115年1月自結合併營收"", ""51"", ""115/02/09"", ""1.事實發生日:115/02/09\n2.公司名稱:國巨股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由: 國巨公司今日公布 2026 年 1 月份自結合併淨營收為 NT$ 130.30 億元\n，單月營收較上月增加 5.5%，並較去年同期增加 27.1%，創下單月營收歷史新高紀錄\n (若以美元換算，單月營收較上月增加 4.9%，較去年同期增加 32.5%)。\n\n1 月份合併營收較上月增加，主要是AI相關應用的客戶拉貨動能持續強勁，\n當月份的工作天數回復正常，以及大中華區客戶於農曆年前增加備貨所致。\n\n展望未來，儘管地緣政治上的重大不確定性依然存在，但客戶庫存已達到健康水平\n，惟公司仍將審慎應對未來經濟情況，並密切關注關稅及各國匯率的變化。\n\n6.因應措施:不適用\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""國巨*""}, ""datetime"": ""115/02/09 16:52:28""}",2026-02-09 16:52:22
1150209|sii|8467|1,115/02/09,15:51:26,8467,波力-KY,公告本公司第四次買回庫藏股執行完畢,庫藏股,1150209,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""8467"", ""data"": [[1, ""115/02/09"", ""15:51:26"", ""戴珮君"", ""財會處處長"", ""(04)2537-6022"", ""公告本公司第四次買回庫藏股執行完畢"", ""35"", ""115/02/09"", ""1.原預定買回股份總金額上限(元):2,092,226,323\r\n2.原預定買回之期間:114/12/16~115/02/11\r\n3.原預定買回之數量(股):2,000,000\r\n4.原預定買回區間價格(元):130.00~220.00\r\n5.本次實際買回期間:114/12/26~115/02/09\r\n6.本次已買回股份數量(股):2,000,000\r\n7.本次已買回股份總金額(元):356,902,891\r\n8.本次平均每股買回價格(元):178.45\r\n9.累積已持有自己公司股份數量(股):2,000,000\r\n10.累積已持有自己公司股份數量占公司已發行股份總數之比率(%):3.97\r\n11.本次未執行完畢之原因:\r\n\r\n12.其他應敘明事項:\r\n無。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""波力-KY""}, ""datetime"": ""115/02/09 16:52:29""}",2026-02-09 16:52:22
1150209|sii|4532|1,115/02/09,16:04:20,4532,瑞智,本公司115年01月自結合併營收情形,自結合併,1150209,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""4532"", ""data"": [[1, ""115/02/09"", ""16:04:20"", ""柯志成"", ""副總經理"", ""(03)4837201-171"", ""本公司115年01月自結合併營收情形"", ""51"", ""115/02/09"", ""1.事實發生日:115/02/09\n2.公司名稱:瑞智精密股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:本公司115年01月自結合併營收情形\n6.因應措施:無\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n瑞智精密自結合併海外廠淨銷售量(扣除內部轉銷交易後)115年1月205.75萬台，\n較去年同期減少約6.54%。\n瑞智精密自結合併海外廠營業收入(扣除內部轉銷交易後)115年1月約19.64億，\n較去年同期減少約12.64%。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""瑞智""}, ""datetime"": ""115/02/09 16:52:30""}",2026-02-09 16:52:22
1150209|sii|1337|1,115/02/09,16:09:09,1337,再生-KY,公告本公司115年01月份自結合併營收,自結合併,1150209,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""1337"", ""data"": [[1, ""115/02/09"", ""16:09:09"", ""王維民"", ""財務協理"", ""(07)2696099"", ""公告本公司115年01月份自結合併營收"", ""51"", ""115/02/09"", ""1.事實發生日:115/02/09\n2.公司名稱:亞洲塑膠再生資源控股有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.傳播媒體名稱:不適用\n6.報導內容:不適用\n7.發生緣由:公告本公司115年01月份自結合併營收\n8.因應措施:無\n9.其他應敘明事項:\n115年01月份自結合併營業收入約為新台幣54,359仟元，較去年\n同期減少約28.11%。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""再生-KY""}, ""datetime"": ""115/02/09 16:52:31""}",2026-02-09 16:52:22
1150209|sii|6269|1,115/02/09,16:13:21,6269,台郡,公告本公司董事會核准通過本公司及子公司新增之資本支出預算案,資本支出,1150209,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""6269"", ""data"": [[1, ""115/02/09"", ""16:13:21"", ""熊雅士"", ""財務長"", ""(07)787-1008轉390300"", ""公告本公司董事會核准通過本公司及子公司新增之資本支出預算案"", ""15"", ""115/02/09"", ""1.董事會或股東會決議日期:115/02/09\n2.投資計畫內容:本公司今日董事會核准通過本公司及子公司新增之資本支出預算。\n3.預計投資金額:18.6億元\n4.預計投資日期:NA\n5.資金來源:自有資金或銀行融資或資本籌資。\n6.具體目的:配合客戶新產品產能建罝需求。\n7.其他應敘明事項:\n1.本次通過資本支出之預算不包含子公司宏觀微。\n2.前述各項資本支出預算之執行，將依客戶需求、市場狀況等情形\n  彈性調整，實際支付金額依執行進度及付款條件決定之。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""台郡""}, ""datetime"": ""115/02/09 16:52:31""}",2026-02-09 16:52:22
